order_details_id|order_id|pizza_id|quantity
162|70|ital_veggie_s|1
163|70|soppressata_l|1
164|71|thai_ckn_l|1
165|72|spinach_fet_l|1
166|73|thai_ckn_s|1
167|74|five_cheese_l|1
168|74|mexicana_l|1
169|74|spin_pesto_s|1
170|74|spinach_supr_l|1
171|75|ital_supr_s|1
172|75|mediterraneo_l|1
173|75|napolitana_l|1
174|76|big_meat_s|1
175|76|hawaiian_l|1
176|76|ital_veggie_l|1
177|76|spicy_ital_l|1
178|77|bbq_ckn_m|1
179|77|hawaiian_m|1
180|78|big_meat_s|1
181|78|classic_dlx_s|1
182|78|four_cheese_l|1
183|78|ital_cpcllo_m|1
184|78|spicy_ital_l|3
185|78|thai_ckn_s|1
186|79|ital_cpcllo_l|1
187|79|pep_msh_pep_s|1
188|79|thai_ckn_l|1
189|80|pepperoni_s|1
190|80|thai_ckn_m|1
191|81|thai_ckn_l|1
192|82|big_meat_s|1
193|82|cali_ckn_m|1
194|82|spicy_ital_l|1
195|82|veggie_veg_m|1
196|83|southw_ckn_s|1
197|84|pepperoni_l|1
198|85|classic_dlx_m|1
199|85|classic_dlx_s|1
200|85|ital_supr_l|1
201|85|the_greek_m|1
202|86|hawaiian_l|1
203|87|ital_cpcllo_m|1
204|87|mexicana_m|1
205|87|spinach_supr_l|1
206|87|spinach_supr_s|1
207|88|five_cheese_l|1
208|89|soppressata_l|1
209|89|thai_ckn_l|1
210|90|sicilian_l|1
211|90|thai_ckn_s|1
212|91|bbq_ckn_l|2
213|91|ckn_pesto_s|1
214|91|pepperoni_s|1
215|92|bbq_ckn_m|1
216|92|ital_supr_l|1
217|92|ital_supr_m|1
218|92|ital_veggie_s|1
219|92|pepperoni_m|1
220|92|peppr_salami_m|1
221|92|spinach_fet_s|1
222|92|spinach_supr_s|1
223|92|the_greek_m|2
224|93|sicilian_m|1
225|94|ital_cpcllo_m|1
226|94|southw_ckn_s|1
227|95|napolitana_s|1
228|95|peppr_salami_l|1
229|96|napolitana_s|1
230|97|big_meat_s|1
231|98|classic_dlx_l|1
232|98|napolitana_l|1
233|99|ital_supr_l|1
234|100|hawaiian_l|1
235|101|cali_ckn_l|1
236|101|pepperoni_l|1
237|101|soppressata_l|1
238|101|spicy_ital_m|1
239|102|bbq_ckn_s|1
240|102|prsc_argla_s|1
241|103|spinach_supr_s|1
242|104|bbq_ckn_m|1
243|104|ckn_alfredo_m|1
244|104|ital_veggie_m|1
245|104|veggie_veg_l|1
246|105|hawaiian_s|2
247|105|pepperoni_l|1
248|105|prsc_argla_m|1
249|106|mexicana_l|1
250|106|spicy_ital_l|1
251|107|cali_ckn_l|1
252|107|ital_supr_m|1
253|107|spicy_ital_l|1
254|107|veggie_veg_l|1
255|108|classic_dlx_l|1
256|108|hawaiian_l|1
257|108|spinach_supr_l|1
258|109|ital_cpcllo_l|1
259|109|ital_supr_l|1
260|109|pepperoni_m|1
261|109|prsc_argla_l|1
262|110|big_meat_s|1
263|110|napolitana_l|1
264|110|soppressata_l|1
265|110|spicy_ital_s|1
266|111|cali_ckn_m|1
267|111|five_cheese_l|1
268|111|pepperoni_m|1
269|111|spin_pesto_l|1
270|112|pepperoni_s|1
271|113|cali_ckn_l|1
272|113|mexicana_l|1
273|113|southw_ckn_m|1
274|114|pepperoni_l|1
275|114|sicilian_s|1
276|115|big_meat_s|1
277|115|napolitana_l|1
278|115|thai_ckn_m|1
279|116|five_cheese_l|1
280|117|peppr_salami_m|1
281|117|sicilian_l|1
282|118|prsc_argla_l|1
283|118|spinach_fet_s|1
284|119|four_cheese_m|1
285|120|classic_dlx_s|1
286|120|hawaiian_s|1
287|120|spinach_fet_l|1
288|121|bbq_ckn_m|1
289|121|four_cheese_l|1
290|121|sicilian_l|1
291|121|southw_ckn_l|1
292|122|ital_supr_m|1
293|123|ital_cpcllo_s|1
294|124|bbq_ckn_s|1
295|124|sicilian_l|1
296|124|spicy_ital_l|1
297|124|the_greek_s|1
298|125|the_greek_xl|1
299|126|veggie_veg_l|1
300|127|pepperoni_m|1
301|128|spicy_ital_s|1
302|129|big_meat_s|1
303|129|the_greek_m|1
304|130|hawaiian_s|1
305|130|ital_cpcllo_l|1
306|130|mexicana_m|1
307|130|southw_ckn_s|1
308|131|ckn_pesto_l|1
309|131|five_cheese_l|1
310|131|green_garden_s|1
311|131|spinach_supr_s|1
312|132|pepperoni_s|1
313|133|bbq_ckn_l|1
314|133|hawaiian_l|1
315|133|the_greek_s|1
316|134|big_meat_s|1
317|134|southw_ckn_l|1
318|134|spinach_supr_s|1
319|135|veggie_veg_l|1
320|136|five_cheese_l|1
321|136|peppr_salami_s|1
